neck_2.x, neck_2.y, neck_2.z, right_shoulder_2.x, right_shoulder_2.y, right_shoulder_2.z, right_elbow_2.x,right_elbow_2.y, right_elbow_2.z, right_hand_2.x, right_hand_2.y, right_hand_2.z, right_hip_2.x,right_hip_2.y, right_hip_2.z, time.sec, time.nsec
0.893342,-0.400944,0.170557,0.849803,-0.524034,0.247727,0.849802,-0.524033,-0.038453,0.849799,-0.524038,-0.324633,0.916775,-0.726756,-0.137399,0,0
0.893404,-0.400864,0.170509,0.849977,-0.523934,0.247772,0.849976,-0.523933,-0.038408,0.849974,-0.523938,-0.324588,0.916786,-0.726823,-0.137290,0,0
0.893338,-0.400951,0.170556,0.849794,-0.524041,0.247720,0.849793,-0.524040,-0.038460,0.849791,-0.524045,-0.324640,0.916774,-0.726749,-0.137403,0,0
0.893401,-0.400871,0.170509,0.849967,-0.523941,0.247765,0.849966,-0.523940,-0.038415,0.849965,-0.523945,-0.324594,0.916785,-0.726817,-0.137293,0,0
0.893339,-0.400953,0.170553,0.849795,-0.524041,0.247716,0.849794,-0.524040,-0.038464,0.849792,-0.524045,-0.324644,0.916773,-0.726747,-0.137400,0,0
0.893401,-0.400873,0.170506,0.849968,-0.523941,0.247761,0.849967,-0.523940,-0.038419,0.849966,-0.523945,-0.324598,0.916785,-0.726815,-0.137290,0,0
0.893339,-0.400955,0.170550,0.849796,-0.524042,0.247712,0.849795,-0.524041,-0.038468,0.849793,-0.524046,-0.324648,0.916773,-0.726745,-0.137397,0,0
0.893402,-0.400875,0.170503,0.849969,-0.523942,0.247757,0.849968,-0.523941,-0.038423,0.849967,-0.523946,-0.324603,0.916784,-0.726812,-0.137287,0,0
0.893340,-0.400957,0.170547,0.849797,-0.524043,0.247708,0.849796,-0.524042,-0.038472,0.849794,-0.524047,-0.324652,0.916772,-0.726743,-0.137393,0,0
0.893402,-0.400877,0.170500,0.849970,-0.523943,0.247753,0.849969,-0.523942,-0.038427,0.849968,-0.523947,-0.324606,0.916784,-0.726810,-0.137284,0,0
0.893340,-0.400959,0.170544,0.849797,-0.524044,0.247704,0.849796,-0.524043,-0.038476,0.849795,-0.524048,-0.324656,0.916772,-0.726741,-0.137390,0,0
0.893336,-0.400965,0.170546,0.849786,-0.524050,0.247700,0.849785,-0.524050,-0.038480,0.849784,-0.524054,-0.324660,0.916771,-0.726736,-0.137396,0,0
0.893336,-0.400965,0.170546,0.849786,-0.524050,0.247700,0.849785,-0.524050,-0.038480,0.849784,-0.524054,-0.324660,0.916771,-0.726736,-0.137396,0,0
0.893336,-0.400965,0.170546,0.849786,-0.524050,0.247700,0.849785,-0.524050,-0.038480,0.849784,-0.524054,-0.324660,0.916771,-0.726736,-0.137396,0,0
0.893336,-0.400965,0.170546,0.849786,-0.524050,0.247700,0.849785,-0.524050,-0.038480,0.849784,-0.524054,-0.324660,0.916771,-0.726736,-0.137396,0,0
0.893336,-0.400965,0.170546,0.849786,-0.524050,0.247700,0.849785,-0.524050,-0.038480,0.849784,-0.524054,-0.324660,0.916771,-0.726736,-0.137396,0,0
0.893336,-0.400965,0.170546,0.849786,-0.524050,0.247700,0.849785,-0.524050,-0.038480,0.849784,-0.524054,-0.324660,0.916771,-0.726736,-0.137396,0,0
0.893336,-0.400965,0.170546,0.849786,-0.524050,0.247700,0.849785,-0.524050,-0.038480,0.849784,-0.524054,-0.324660,0.916771,-0.726736,-0.137396,0,0
0.893336,-0.400965,0.170546,0.849786,-0.524050,0.247700,0.849785,-0.524050,-0.038480,0.849784,-0.524054,-0.324660,0.916771,-0.726736,-0.137396,0,0
0.893336,-0.400965,0.170546,0.849786,-0.524050,0.247700,0.849785,-0.524050,-0.038480,0.849784,-0.524054,-0.324660,0.916771,-0.726736,-0.137396,0,0
0.893336,-0.400965,0.170546,0.849786,-0.524050,0.247700,0.849785,-0.524050,-0.038480,0.849784,-0.524054,-0.324660,0.916771,-0.726736,-0.137396,0,0
0.893336,-0.400965,0.170546,0.849786,-0.524050,0.247700,0.849785,-0.524050,-0.038480,0.849784,-0.524054,-0.324660,0.916771,-0.726736,-0.137396,0,0
0.893336,-0.400965,0.170546,0.849786,-0.524050,0.247700,0.849785,-0.524050,-0.038480,0.849784,-0.524054,-0.324660,0.916771,-0.726736,-0.137396,0,0
0.893336,-0.400965,0.170546,0.849786,-0.524050,0.247700,0.849785,-0.524050,-0.038480,0.849784,-0.524054,-0.324660,0.916771,-0.726736,-0.137396,0,0
0.893336,-0.400965,0.170546,0.849786,-0.524050,0.247700,0.849785,-0.524050,-0.038480,0.849784,-0.524054,-0.324660,0.916771,-0.726736,-0.137396,0,0
0.893336,-0.400965,0.170546,0.849786,-0.524050,0.247700,0.849785,-0.524050,-0.038480,0.849784,-0.524054,-0.324660,0.916771,-0.726736,-0.137396,0,0
0.893336,-0.400965,0.170546,0.849786,-0.524050,0.247700,0.849785,-0.524050,-0.038480,0.849784,-0.524054,-0.324660,0.916771,-0.726736,-0.137396,0,0
0.893336,-0.400965,0.170546,0.849786,-0.524050,0.247700,0.849785,-0.524050,-0.038480,0.849784,-0.524054,-0.324660,0.916771,-0.726736,-0.137396,0,0
0.893336,-0.400965,0.170546,0.849786,-0.524050,0.247700,0.849785,-0.524050,-0.038480,0.849784,-0.524054,-0.324660,0.916771,-0.726736,-0.137396,0,0
0.893336,-0.400965,0.170546,0.849786,-0.524050,0.247700,0.849785,-0.524050,-0.038480,0.849784,-0.524054,-0.324660,0.916771,-0.726736,-0.137396,0,0
0.893336,-0.400965,0.170546,0.849786,-0.524050,0.247700,0.849785,-0.524050,-0.038480,0.849784,-0.524054,-0.324660,0.916771,-0.726736,-0.137396,0,0
0.893336,-0.400965,0.170546,0.849786,-0.524050,0.247700,0.849785,-0.524050,-0.038480,0.849784,-0.524054,-0.324660,0.916771,-0.726736,-0.137396,0,0
0.893336,-0.400965,0.170546,0.849786,-0.524050,0.247700,0.849785,-0.524050,-0.038480,0.849784,-0.524054,-0.324660,0.916771,-0.726736,-0.137396,0,0
0.893336,-0.400965,0.170546,0.849786,-0.524050,0.247700,0.849785,-0.524050,-0.038480,0.849784,-0.524054,-0.324660,0.916771,-0.726736,-0.137396,0,0
0.893336,-0.400965,0.170546,0.849786,-0.524050,0.247700,0.849785,-0.524050,-0.038480,0.849784,-0.524054,-0.324660,0.916771,-0.726736,-0.137396,0,0
0.893336,-0.400965,0.170546,0.849786,-0.524050,0.247700,0.849785,-0.524050,-0.038480,0.849784,-0.524054,-0.324660,0.916771,-0.726736,-0.137396,0,0
0.893336,-0.400965,0.170546,0.849786,-0.524050,0.247700,0.849785,-0.524050,-0.038480,0.849784,-0.524054,-0.324660,0.916771,-0.726736,-0.137396,0,0
0.893336,-0.400965,0.170546,0.849786,-0.524050,0.247700,0.849785,-0.524050,-0.038480,0.849784,-0.524054,-0.324660,0.916771,-0.726736,-0.137396,0,0
0.893336,-0.400965,0.170546,0.849786,-0.524050,0.247700,0.849785,-0.524050,-0.038480,0.849784,-0.524054,-0.324660,0.916771,-0.726736,-0.137396,0,0
0.893336,-0.400965,0.170546,0.849786,-0.524050,0.247700,0.849785,-0.524050,-0.038480,0.849784,-0.524054,-0.324660,0.916771,-0.726736,-0.137396,0,0
0.893336,-0.400965,0.170546,0.849786,-0.524050,0.247700,0.849785,-0.524050,-0.038480,0.849784,-0.524054,-0.324660,0.916771,-0.726736,-0.137396,0,0
0.893336,-0.400965,0.170546,0.849786,-0.524050,0.247700,0.849785,-0.524050,-0.038480,0.849784,-0.524054,-0.324660,0.916771,-0.726736,-0.137396,0,0
0.893336,-0.400965,0.170546,0.849786,-0.524050,0.247700,0.849785,-0.524050,-0.038480,0.849784,-0.524054,-0.324660,0.916771,-0.726736,-0.137396,0,0
